image_id,diagnosis,mri_intensity_mean,mri_intensity_std,mri_intensity_variance,mri_intensity_skewness,mri_intensity_kurtosis,mri_intensity_entropy,mri_intensity_energy,mri_intensity_rms,mri_intensity_p10,mri_intensity_p90,mri_dynamic_range,mri_edge_density,mri_laplacian_sharpness,mri_foreground_ratio,mri_spatial_contrast,mri_spatial_homogeneity,mri_spatial_dissimilarity,mri_spatial_correlation,mri_glcm_energy,mri_hemispheric_symmetry,mri_high_freq_fourier_ratio,mri_compactness,mri_contrast_to_noise,mri_tissue_heterogeneity
Te-me_295.jpg,1,0.3281,0.2336,0.0546,0.8574,-0.3259,3.861,0.1622,0.4028,0.1143,0.702,0.5878,0.3118,0.0097,0.9985,0.0041,0.9961,0.0329,0.9624,0.9923,0.8604,0.2624,50.0,20.0,0.1132
Te-me_49.jpg,1,0.3172,0.2509,0.0629,0.9703,0.4057,4.2458,0.1635,0.4044,0.036,0.728,0.692,0.3801,0.0132,0.7481,0.0051,0.9953,0.0371,0.9593,0.9909,0.5538,0.2587,50.0,20.0,0.131
Te-me_70.jpg,1,0.3281,0.2336,0.0546,0.8574,-0.3259,3.861,0.1622,0.4028,0.1143,0.702,0.5878,0.3118,0.0097,0.9985,0.0041,0.9961,0.0329,0.9624,0.9923,0.8604,0.2624,50.0,20.0,0.1132
Te-me_92.jpg,1,0.2159,0.1976,0.039,0.7498,-0.06,3.8482,0.0856,0.2927,0.0119,0.4762,0.4643,0.2495,0.0076,0.5967,0.0027,0.9973,0.0272,0.9649,0.9948,0.8564,0.275,50.0,19.7205,0.0808
Te-no_113.jpg,0,0.2075,0.2498,0.0624,1.1271,0.5964,3.365,0.1055,0.3247,0.0,0.5373,0.5373,0.3693,0.0395,0.4674,0.0098,0.9917,0.0425,0.9217,0.9846,0.8699,0.3917,50.0,20.0,0.1346
Te-no_135.jpg,0,0.2006,0.3043,0.0926,1.219,0.0517,2.7571,0.1328,0.3644,0.0,0.6941,0.6941,0.2828,0.0579,0.3512,0.0095,0.9923,0.0387,0.9487,0.9857,0.8294,0.497,50.0,20.0,0.1946
Te-no_157.jpg,0,0.1885,0.225,0.0506,1.4572,1.6802,3.5288,0.0862,0.2935,0.0157,0.4824,0.4667,0.2673,0.016,0.4538,0.0044,0.9959,0.0303,0.957,0.9921,0.8623,0.3582,50.0,20.0,0.1056
Te-no_179.jpg,0,0.2868,0.3473,0.1206,0.6623,-1.1979,3.2961,0.2029,0.4504,0.0,0.7843,0.7843,0.4979,0.0521,0.4542,0.0172,0.9862,0.0575,0.9289,0.9748,0.6492,0.3453,50.0,20.0,0.2584
Te-no_20.jpg,0,0.2174,0.2045,0.0418,1.1676,1.5325,3.6811,0.0891,0.2985,0.0316,0.4625,0.4308,0.2229,0.0058,0.5622,0.0025,0.9976,0.0229,0.9705,0.9954,0.8403,0.2507,50.0,20.0,0.0861
Te-no_221.jpg,0,0.2207,0.2622,0.0687,0.6927,-0.8684,3.1085,0.1174,0.3427,0.0,0.5882,0.5882,0.2534,0.0089,0.4614,0.0038,0.9964,0.0275,0.9722,0.9931,0.8859,0.308,50.0,20.0,0.1413
Te-no_243.jpg,0,0.2466,0.2523,0.0637,0.889,0.3704,3.7266,0.1245,0.3528,0.0,0.5255,0.5255,0.4571,0.0671,0.5799,0.015,0.9872,0.0611,0.8819,0.9762,0.747,0.4566,50.0,20.0,0.1424
Te-no_265.jpg,0,0.2026,0.2166,0.0469,1.6402,3.053,3.5657,0.088,0.2966,0.0235,0.4,0.3765,0.3535,0.0297,0.5498,0.0075,0.9932,0.039,0.92,0.9871,0.866,0.377,50.0,20.0,0.1013
Te-no_287.jpg,0,0.2387,0.3375,0.1139,1.0706,-0.3114,2.8553,0.1709,0.4133,0.0,0.8392,0.8392,0.4633,0.0826,0.388,0.0197,0.9859,0.0517,0.9133,0.9752,0.7983,0.4249,50.0,20.0,0.2475
Te-no_308.jpg,0,0.386,0.222,0.0493,0.4294,-0.256,4.322,0.1982,0.4452,0.1059,0.6275,0.5216,0.4961,0.0262,0.9895,0.0089,0.9919,0.0541,0.9093,0.9845,0.7463,0.3257,50.0,20.0,0.1075
Te-no_33.jpg,0,0.2246,0.2303,0.053,1.0573,0.5835,3.8081,0.1035,0.3216,0.0,0.5255,0.5255,0.3106,0.034,0.4749,0.0098,0.9921,0.0365,0.9073,0.9855,0.8981,0.3788,50.0,15.2938,0.1159
Te-no_351.jpg,0,0.2076,0.2497,0.0623,1.123,0.5722,3.3779,0.1055,0.3247,0.0,0.5373,0.5373,0.3709,0.0421,0.4687,0.01,0.9916,0.0432,0.9202,0.9843,0.868,0.4002,50.0,20.0,0.1346
Te-no_373.jpg,0,0.1035,0.1384,0.0192,1.6996,4.23,2.6168,0.0299,0.1728,0.0,0.2863,0.2863,0.1877,0.0131,0.3969,0.0033,0.997,0.0224,0.9146,0.9941,0.9197,0.4197,50.0,17.5112,0.0416
Te-no_395.jpg,0,0.2461,0.2527,0.0638,0.8918,0.3919,3.6933,0.1244,0.3527,0.0,0.5216,0.5216,0.4534,0.0599,0.5774,0.0145,0.9877,0.0588,0.8862,0.977,0.7478,0.4385,50.0,20.0,0.1422
Te-no_56.jpg,0,0.2858,0.3478,0.1209,0.6623,-1.2007,3.25,0.2026,0.4501,0.0,0.7843,0.7843,0.493,0.0498,0.4507,0.0169,0.9865,0.0555,0.93,0.9754,0.65,0.3355,50.0,20.0,0.2588
Te-no_78.jpg,0,0.2174,0.2045,0.0418,1.1672,1.5303,3.6812,0.0891,0.2985,0.0316,0.4625,0.4308,0.2229,0.0058,0.5622,0.0025,0.9976,0.0229,0.9705,0.9954,0.8403,0.2507,50.0,20.0,0.0861
Te-pi_1.jpg,1,0.2099,0.1962,0.0385,0.6778,-0.4342,3.7445,0.0826,0.2873,0.0119,0.4862,0.4743,0.248,0.0084,0.5667,0.003,0.9971,0.0278,0.9609,0.9943,0.8236,0.2913,50.0,20.0,0.08
Te-pi_120.jpg,1,0.1249,0.1516,0.023,0.9399,-0.1971,2.767,0.0386,0.1965,0.0,0.3665,0.3665,0.1506,0.0051,0.4284,0.0014,0.9986,0.016,0.9685,0.9972,0.8389,0.3139,50.0,20.0,0.0474
Te-pi_142.jpg,1,0.2142,0.1407,0.0198,0.5653,1.086,3.694,0.0657,0.2563,0.0315,0.3425,0.311,0.2424,0.006,0.7377,0.0018,0.9982,0.023,0.9538,0.9965,0.7015,0.2621,50.0,14.788,0.0414
Te-pi_164.jpg,1,0.201,0.1596,0.0255,1.0632,1.7548,3.8882,0.0659,0.2567,0.0238,0.377,0.3532,0.2619,0.0076,0.6902,0.0023,0.9977,0.0258,0.9539,0.9956,0.7353,0.2601,50.0,13.808,0.0533
Te-pi_186.jpg,1,0.2076,0.1487,0.0221,0.8488,1.5692,3.701,0.0652,0.2554,0.0161,0.3629,0.3468,0.2157,0.004,0.7554,0.0017,0.9984,0.0201,0.9624,0.9968,0.8118,0.2214,50.0,13.574,0.0459
Te-pi_207.jpg,1,0.1831,0.1583,0.0251,0.8791,0.7884,3.6236,0.0586,0.242,0.024,0.368,0.344,0.228,0.0058,0.5976,0.0023,0.9977,0.0254,0.9531,0.9955,0.9102,0.2513,50.0,20.0,0.0525
Te-pi_229.jpg,1,0.2131,0.1726,0.0298,0.694,0.3596,3.8205,0.0752,0.2743,0.0198,0.4286,0.4087,0.2507,0.0074,0.6534,0.0025,0.9976,0.0267,0.9584,0.9952,0.8276,0.2559,50.0,19.8558,0.0621
Te-pi_250.jpg,1,0.2104,0.1526,0.0233,1.0819,2.1479,3.905,0.0676,0.2599,0.0206,0.3786,0.358,0.2902,0.0088,0.7637,0.0029,0.9972,0.0293,0.9375,0.9945,0.7427,0.2667,50.0,12.6379,0.0495
Te-pi_272.jpg,1,0.1968,0.1685,0.0284,0.6128,-0.3471,3.7159,0.0671,0.2591,0.0123,0.4321,0.4198,0.262,0.0087,0.6091,0.0028,0.9973,0.029,0.9508,0.9946,0.7897,0.2926,50.0,15.0125,0.0596
Te-pi_294.jpg,1,0.1974,0.1844,0.034,0.6482,-0.3149,3.4893,0.073,0.2702,0.0084,0.4435,0.4351,0.2148,0.0062,0.5736,0.0021,0.9979,0.0224,0.9684,0.9959,0.8621,0.2768,50.0,20.0,0.0702
Te-pi_315.jpg,1,0.1689,0.1749,0.0306,0.7487,-0.0912,3.1906,0.0591,0.2431,0.0,0.3583,0.3583,0.193,0.0063,0.5165,0.0021,0.998,0.0211,0.9663,0.9961,0.8997,0.287,50.0,17.8293,0.0632
Te-pi_337.jpg,1,0.2488,0.1886,0.0356,0.5635,0.2694,3.9448,0.0974,0.3122,0.0118,0.4627,0.451,0.2598,0.005,0.7154,0.0021,0.9979,0.0242,0.9701,0.9959,0.7236,0.2115,50.0,20.0,0.0732
Te-pi_359.jpg,1,0.2276,0.1628,0.0265,0.6417,0.8316,3.9531,0.0783,0.2799,0.0082,0.4139,0.4057,0.2974,0.0109,0.7412,0.0035,0.9967,0.0328,0.9346,0.9934,0.8489,0.3032,50.0,12.1119,0.0565
Te-pi_380.jpg,1,0.2232,0.163,0.0266,0.9786,1.5637,4.0644,0.0764,0.2764,0.0287,0.4016,0.373,0.2964,0.0101,0.7528,0.0033,0.9969,0.0301,0.9372,0.994,0.7295,0.274,50.0,14.1223,0.0565
Te-pi_41.jpg,1,0.2234,0.1942,0.0377,0.6144,-0.1821,3.8397,0.0876,0.296,0.0158,0.4625,0.4466,0.2715,0.0096,0.6019,0.0037,0.9964,0.0308,0.9505,0.993,0.8318,0.2844,50.0,19.4704,0.0791
Te-pi_63.jpg,1,0.1999,0.1487,0.0221,0.9841,2.2665,3.7409,0.0621,0.2492,0.0241,0.3373,0.3133,0.2629,0.0077,0.7144,0.0031,0.997,0.028,0.9292,0.9942,0.7627,0.2543,50.0,14.7658,0.0474
Te-pi_85.jpg,1,0.2349,0.1808,0.0327,0.4181,-0.0423,3.8132,0.0879,0.2964,0.0079,0.4427,0.4348,0.2496,0.0045,0.6871,0.0018,0.9982,0.0222,0.972,0.9965,0.7712,0.1909,50.0,19.1534,0.0672
Tr-gl_1005.jpg,1,0.1047,0.1555,0.0242,1.462,1.5992,2.1979,0.0352,0.1875,0.0,0.3052,0.3052,0.1086,0.0019,0.3447,0.0009,0.9991,0.0113,0.9817,0.9983,0.8986,0.2239,50.0,20.0,0.0493
Tr-gl_1027.jpg,1,0.1076,0.1632,0.0266,1.548,1.9369,2.2017,0.0382,0.1955,0.0,0.3266,0.3266,0.131,0.0025,0.3259,0.0013,0.9987,0.0131,0.9751,0.9975,0.9178,0.2128,50.0,20.0,0.0546
Tr-gl_1049.jpg,1,0.1165,0.1381,0.0191,0.9138,0.4052,2.3791,0.0326,0.1807,0.0,0.2731,0.2731,0.1336,0.0064,0.4332,0.0017,0.9984,0.0154,0.9561,0.9968,0.9277,0.3496,50.0,20.0,0.0398
Tr-gl_1070.jpg,1,0.087,0.1435,0.0206,1.8341,3.1093,2.1145,0.0282,0.1678,0.0,0.2634,0.2634,0.1115,0.0021,0.3033,0.0009,0.9991,0.0111,0.9773,0.9982,0.9229,0.2254,50.0,20.0,0.0421
Tr-gl_1092.jpg,1,0.0747,0.1194,0.0143,1.802,3.1803,2.1175,0.0198,0.1408,0.0,0.241,0.241,0.1217,0.004,0.3,0.0013,0.9988,0.0135,0.9558,0.9976,0.9191,0.3093,50.0,20.0,0.0298
Tr-gl_1113.jpg,1,0.1317,0.1746,0.0305,1.3335,1.6004,2.5164,0.0478,0.2187,0.0,0.3374,0.3374,0.1588,0.0043,0.3987,0.0018,0.9983,0.0162,0.9711,0.9967,0.876,0.2495,50.0,20.0,0.0627
Tr-gl_1135.jpg,1,0.1334,0.1798,0.0323,1.4469,1.7731,2.672,0.0501,0.2239,0.0,0.3539,0.3539,0.1759,0.0072,0.3853,0.0026,0.9975,0.0191,0.9596,0.9952,0.9249,0.2762,50.0,20.0,0.0673
Tr-gl_1157.jpg,1,0.1066,0.1421,0.0202,1.25,1.3854,2.2119,0.0315,0.1776,0.0,0.2731,0.2731,0.1184,0.004,0.378,0.0014,0.9986,0.0134,0.9651,0.9973,0.9444,0.2742,50.0,20.0,0.0418
Tr-gl_1179.jpg,1,0.143,0.1552,0.0241,0.9256,0.3622,3.0693,0.0445,0.2111,0.0,0.3414,0.3414,0.1844,0.0064,0.515,0.0022,0.9978,0.021,0.9536,0.9958,0.8837,0.2988,50.0,19.7255,0.0504
Tr-gl_120.jpg,1,0.1678,0.1479,0.0219,1.0088,1.7908,3.3287,0.05,0.2237,0.0122,0.313,0.3008,0.2196,0.0076,0.6277,0.0024,0.9977,0.0223,0.9452,0.9956,0.8146,0.2785,50.0,16.7416,0.0461
Tr-gl_1221.jpg,1,0.1424,0.1576,0.0248,0.989,0.3759,3.1234,0.0451,0.2124,0.0,0.3527,0.3527,0.1817,0.0055,0.4801,0.0018,0.9982,0.0197,0.9628,0.9965,0.8927,0.2883,50.0,15.8343,0.0515
Tr-gl_1243.jpg,1,0.153,0.1707,0.0291,1.0844,0.7673,3.2027,0.0525,0.2292,0.0,0.3786,0.3786,0.2003,0.0046,0.5246,0.0022,0.9979,0.0215,0.9626,0.9958,0.8772,0.2453,50.0,19.8906,0.0604
Tr-gl_1265.jpg,1,0.1208,0.1795,0.0322,1.5127,1.8272,2.3609,0.0468,0.2163,0.0,0.3636,0.3636,0.1567,0.0037,0.3385,0.0019,0.9982,0.0158,0.9708,0.9965,0.9013,0.2203,50.0,20.0,0.0663
Tr-gl_1287.jpg,1,0.168,0.1801,0.0324,1.0621,0.8723,3.1641,0.0606,0.2463,0.008,0.388,0.38,0.1983,0.0051,0.5122,0.0019,0.9982,0.0194,0.971,0.9964,0.8058,0.237,50.0,20.0,0.0667
Tr-gl_1308.jpg,1,0.1773,0.1512,0.0229,0.8493,0.9781,3.4354,0.0543,0.233,0.0124,0.3512,0.3388,0.2246,0.0075,0.6317,0.0024,0.9977,0.024,0.9477,0.9955,0.8092,0.2892,50.0,17.2933,0.0481
Tr-gl_133.jpg,1,0.2169,0.192,0.0369,0.6812,-0.0606,3.7401,0.0839,0.2896,0.0119,0.4664,0.4545,0.2075,0.0038,0.6226,0.0014,0.9987,0.0192,0.9814,0.9973,0.7123,0.2282,50.0,20.0,0.0751
Tr-gl_1351.jpg,1,0.1176,0.1815,0.033,1.5839,1.5837,2.4925,0.0468,0.2163,0.0,0.4104,0.4104,0.1704,0.0053,0.3223,0.0019,0.9981,0.018,0.9707,0.9963,0.8809,0.2657,50.0,20.0,0.0678
Tr-gl_1373.jpg,1,0.1932,0.1736,0.0301,0.8852,0.7204,3.6391,0.0674,0.2597,0.0083,0.4108,0.4025,0.243,0.0063,0.6233,0.0022,0.9979,0.0235,0.9639,0.9959,0.7415,0.2461,50.0,17.1409,0.0624
Tr-gl_1395.jpg,1,0.1593,0.1474,0.0217,1.0693,1.4088,3.3472,0.0471,0.217,0.012,0.3267,0.3147,0.2124,0.0053,0.6039,0.0021,0.998,0.0217,0.9516,0.996,0.8386,0.2481,50.0,16.335,0.0456
Tr-gl_156.jpg,1,0.191,0.1774,0.0315,0.9226,0.7597,3.5282,0.068,0.2607,0.012,0.412,0.4,0.2358,0.006,0.596,0.0024,0.9977,0.0241,0.9613,0.9954,0.8069,0.2379,50.0,19.4762,0.0654
Tr-gl_178.jpg,1,0.1683,0.1786,0.0319,0.9428,0.4452,3.4149,0.0602,0.2454,0.0,0.3882,0.3882,0.2068,0.0066,0.5052,0.0023,0.9978,0.022,0.9642,0.9957,0.9009,0.2623,50.0,16.0705,0.0661
Tr-gl_2.jpg,1,0.1899,0.1776,0.0316,0.8161,0.2626,3.505,0.0676,0.2601,0.0122,0.4122,0.4,0.2241,0.0061,0.5906,0.0022,0.9979,0.023,0.9651,0.9958,0.7751,0.25,50.0,20.0,0.0653
Tr-gl_220.jpg,1,0.2034,0.1958,0.0383,0.7471,-0.0977,3.4246,0.0797,0.2824,0.0124,0.4564,0.444,0.2033,0.0039,0.5662,0.0016,0.9984,0.0203,0.9787,0.9968,0.7869,0.2226,50.0,20.0,0.0783
Tr-gl_242.jpg,1,0.1189,0.1584,0.0251,1.5467,2.5772,2.583,0.0392,0.198,0.0,0.3098,0.3098,0.1609,0.0065,0.3954,0.0024,0.9978,0.0172,0.9527,0.9956,0.9168,0.2743,50.0,20.0,0.0525
Tr-gl_264.jpg,1,0.157,0.1801,0.0324,0.8392,-0.1974,2.844,0.0571,0.2389,0.0,0.39,0.39,0.1773,0.0063,0.4597,0.0024,0.9977,0.0207,0.9624,0.9954,0.8947,0.2905,50.0,20.0,0.0673
Tr-gl_286.jpg,1,0.1107,0.128,0.0164,1.0605,0.7566,2.7742,0.0287,0.1693,0.0,0.2805,0.2805,0.1466,0.0038,0.4776,0.0014,0.9986,0.0171,0.9559,0.9972,0.9389,0.2909,50.0,17.5016,0.0342
Tr-gl_307.jpg,1,0.2125,0.1684,0.0284,0.7854,0.8456,3.8452,0.0735,0.2712,0.0159,0.4064,0.3904,0.2316,0.0057,0.6935,0.0022,0.9979,0.0225,0.9604,0.9959,0.7093,0.2497,50.0,13.9817,0.059
Tr-gl_329.jpg,1,0.1431,0.1564,0.0245,0.9281,0.3339,2.9925,0.0449,0.212,0.0,0.3375,0.3375,0.1678,0.0056,0.4802,0.0017,0.9983,0.018,0.965,0.9967,0.9121,0.3012,50.0,18.4404,0.0507
Tr-gl_350.jpg,1,0.1802,0.1703,0.029,0.8359,0.3311,3.4325,0.0614,0.2479,0.0083,0.3884,0.3802,0.2025,0.0041,0.5752,0.0015,0.9985,0.0195,0.9735,0.997,0.7446,0.2284,50.0,18.9792,0.0595
Tr-gl_372.jpg,1,0.0997,0.1416,0.0201,1.4687,2.2326,2.2011,0.03,0.1732,0.0,0.2616,0.2616,0.1364,0.0062,0.3677,0.0019,0.9982,0.0151,0.9531,0.9965,0.9211,0.3047,50.0,20.0,0.042
Tr-gl_394.jpg,1,0.0854,0.127,0.0161,1.6209,2.8782,2.0139,0.0234,0.153,0.0,0.2397,0.2397,0.1048,0.0022,0.3365,0.001,0.999,0.0109,0.968,0.998,0.9149,0.2114,50.0,20.0,0.0333
Tr-gl_415.jpg,1,0.145,0.1545,0.0239,1.4211,2.9757,3.1571,0.0449,0.2119,0.0081,0.3036,0.2955,0.1779,0.0051,0.5154,0.0019,0.9982,0.0172,0.961,0.9966,0.8786,0.2444,50.0,16.8651,0.0496
Tr-gl_437.jpg,1,0.1056,0.1526,0.0233,1.5863,2.7609,2.2965,0.0344,0.1856,0.0,0.3143,0.3143,0.1389,0.0041,0.3474,0.0017,0.9983,0.0141,0.9625,0.9968,0.9365,0.2475,50.0,20.0,0.0483
Tr-gl_459.jpg,1,0.1256,0.1684,0.0284,1.3268,1.0416,2.5884,0.0441,0.2101,0.0078,0.3686,0.3608,0.1439,0.0029,0.3815,0.0011,0.9989,0.0145,0.9798,0.9978,0.8439,0.2428,50.0,20.0,0.0579
Tr-gl_480.jpg,1,0.1191,0.1614,0.026,1.4083,1.5964,2.6364,0.0402,0.2006,0.0,0.3109,0.3109,0.1497,0.0052,0.4083,0.0017,0.9984,0.0162,0.9681,0.9968,0.9259,0.2876,50.0,20.0,0.0537
Tr-gl_501.jpg,1,0.1355,0.1527,0.0233,1.2612,1.4131,3.2061,0.0417,0.2042,0.0,0.3391,0.3391,0.1946,0.0053,0.5089,0.002,0.9981,0.0207,0.957,0.9962,0.8552,0.276,50.0,13.0708,0.0487
